Title,Screen #,Ink Color,Print,Transfer,Screen,NEW 2024 SIZING,,,
Have A Lucky Day Clover,19294GRE,Green,DIstressed,,,"x-sam (13,11)",,,
Have A Lucky Day Clover,19294B,Black,DIstressed,,,"x-sam (13,11)",,,
Have A Lucky Day Clover,19294W,White,DIstressed,,,"x-sam (13,11)",,,
St. Patrick's Smiley Chart,19295M,Multi,DTF,,,"x-sam (13,11)",,,
Lucky Charm Retro,19296M,Multi,DTF,,,"x-sam (13,11)",,,
In My Lucky Era,19297M,Multi,DTF,,,"x-sam (13,11)",,,
In My Lucky Era Checkered,19298GRE,Green,Distressed,,,"x-sam (13,11)",,,
In My Lucky Era Checkered,19298B,Black,Distressed,,,"x-sam (13,11)",pattern FIXED,,
In My Luck Era Checkered,19298W,White,Distressed,,,"x-sam (13,11)",,,
Lucky Duck,19299M,Multi,DTF,,,X-AL,,,
DTF,,,,,,,,,
Jesus Loves This Hot Mess,19300B,Black,Solid,,,,,,
Jesus Loves This Hot Mess,19300W,White,Solid,,,,,,
Jesus Loves You Colorful,19301M,Multi,DTF,,,,,,
Love Like Jesus Colorful,19302M,Multi,DTF,,,,,,
Made To Worship Scripture,19303B,Black,Solid,X,,,,,
Made To Worship Scripture,19303W,White,Solid,X,X,,,,
Peace Love Joy Colorful With Script,19304M,Multi,DTF,,,,,,
Pray Wait Trust Cursive,19305B,Black,Solid,,,,,,
Pray Wait Trust Cursive,19305W,White,Solid,,,,,,
Prayer Changes Everything,19306B,Black,Solid,,,,,,
Prayer Changes Everything,19306W,White,Solid,,,,,,
Strong Women Pray,19307B,Black,Solid,,,,,,
Strong Women Pray,19307W,White,Solid,,,,,,
Walk By Faith Not By Sight,19308B,Black,Solid,X,,,,,
Walk By Faith Not By Sight,19308W,White,Solid,X,X,,,,
What A Friend We Have In Jesus Colorful,19309M,Multi,DTF,,,,,,
Yeshua,19310B,Black,Solid,X,,,,,
Yeshua,19310W,White,Solid,X,X,,,,
Amen,19311B,Black,Solid,,,,,,
Amen,19311W,White,Solid,,,,,,
Born Again,19312B,Black,Solid,X,,,,,
Born Again,19312W,White,Solid,X,X,,,,
BRB Jesus,19313B,Black,Solid,X,,,,,
BRB Jesus,19313W,White,Solid,X,X,,,,
God Goals Grace,19314B,Black,Solid,,,,,,
God Goals Grace,19314W,White,Solid,,,,,,
I Love My Church Leopard,19315B,Black,Solid,,,,,,
I Love My Church Leopard,19315W,White,Solid,,,,,,
I Pray Without Ceasing,19316B,Black,Solid,,,,,,
I Pray Without Ceasing,19316W,White,Solid,,,,,,
I Vibe Heavy With God,19317B,Black,Solid,,,,,,
I Vibe Heavy With God,19317W,White,Solid,,,,,,
It Is Well With My Soul Butterfly,19318M,Multi,DTF,,,,,,
Jesus Is The King Crown,19319B,Black,Solid,,,,,,
Jesus Is The King Crown,19319W,White,Solid,,,,,,
Love Conquers Hate,19320B,Black,Solid,,,,,,
Love Conquers Hate,19320W,White,Solid,,,,,,
Love Like Jesus Cursive Heart,19321B,Black,Solid,X,,,,,
Love Like Jesus Cursive Heart,19321W,White,Solid,X,X,,,,
No Worries God Got Me,19322B,Black,Solid,,,,,,
No Worries God Got Me,19322W,White,Solid,,,,,,
Normal Isn't Coming Back Jesus Is,19323B,Black,Solid,,,,,,
Normal Isn't Coming Back Jesus Is,19323W,White,Solid,,,,,,
Pray Cursive Heart,19324B,Black,Solid,X,X,,,,
Pray Cursive Heart,19324W,White,Solid,X,,,,,
Retro I Choose Faith Wavy,19325B,Black,Solid,X,,,,,
Retro I Choose Faith Wavy,19325W,White,Solid,X,X,,,,
Retro Stronger Than The Storm Wavy,19326B,Black,Solid,,,,,,
Retro Stronger Than The Storm Wavy,19326W,White,Solid,,,,,,
Retro Y'all Need Jesus Wavy,19327B,Black,Solid,,,,,,
Retro Y'all Need Jesus Wavy,19327W,White,Solid,,,,,,
Soul Property Of Jesus,19328B,Black,Solid,X,X,,,,
Soul Property Of Jesus,19328W,White,Solid,X,,,,,
Spiritual Super Role Models,19329B,Black,Solid,X,,,,,
Spiritual Super Role Models,19329W,White,Solid,X,X,,,,
He Is Risen Stacked Wavy Colorful,19330M,Multi,DTF,,,,,,
But First Jesus Flowers,19331B,Black,Solid,X,X,,,,
But First Jesus Flowers,19331W,White,Solid,X,,,,,
Even Jesus Had A Fishing Story,19332B,Black,Solid,,,,,,
Even Jesus Had A Fishing Story,19332W,White,Solid,,,,,,
I Run On Coffee And Jesus,19333B,Black,Solid,,,,,,
I Run On Coffee And Jesus,19333W,White,Solid,,,,,,
You Are,19334B,Black,Solid,X,X,,,,
You Are,19334W,White,Solid,X,,,,,
Easter Is For Jesus,19335B,Black,Solid,X,X,,,,
Easter Is For Jesus,19335W,White,Solid,X,,,,,
He Is Risen Discription,19336B,Black,Solid,,,,,,
He Is Risen Discription,19336W,White,Solid,,,,,,
It Is Finished Scripture,19337B,Black,Solid,,,,,,
It Is Finished Scripture,19337W,White,Solid,,,,,,
So Loved Scripture,19338B,Black,Solid,,,,,,
So Loved Scripture,19338W,White,Solid,,,,,,
I Rest In The Arms Of Jesus,19339B,Black,Solid,,,,,,
I Rest In The Arms Of Jesus,19339W,White,Solid,,,,,,
Stars Made To Worship,19340B,Black,Solid,,,,,,
Stars Made To Worship,19340W,White,Solid,,,,,,
Coffee Books Jesus,19341B,Black,Solid,,,,,,
Coffee Books Jesus,19341W,White,Solid,,,,,,
Let Your Light Shine Light Bulb,19342B,Black,DTF,,,,,,
Let Your Light Shine Light Bulb,19342W,White,DTF,,,,,,
Love God Love People Cross,19343B,Black,Solid,X,,,,,
Love God Love People Cross,19343W,White,Solid,X,X,,,,
Be The Good In The World,19344M,Multi,DTF,,,,,,
Kind Vibes Only,19345M,Multi,DTF,,,,,,
Beautiful Fierce And Grace,19363W,White,Solid,,,,,,
Beautiful Fierce And Grace,19363B,Black,Solid,,,,,,
Choose Grace,19364M,Multi,DTF,,,,,,
Cool Girls Love Jesus,19365W,White,Solid,,,,,,
Cool Girls Love Jesus,19365B,Black,Solid,,,,,,
He Restores My Soul Flowers,19366M,Multi,DTF,,,,,,
If You're Gonna Be Holy,19367W,White,Distressed,X,,,,,
If You're Gonna Be Holy,19367B,Black,Distressed,X,,,,,
Made Worthy Flower,19368W,White,DTF,,,,,,
Made Worthy Flower,19368B,Black,DTF,,,,,,
Wings As Eagles,19369M,Multi,DTF,,,,,,
Strong Brave Fearless,19370W,White,Distressed,X,,,,,
Strong Brave Fearless,19370B,Black,Distressed,X,,,,,
Answer To Someone's Prayer ,19371W,White,DTF,,,,,,
Answer To Someone's Prayer ,19371B,Black,DTF,,,,,,
Rise Up And Pray,19372M,Multi,DTF,,,,,,
God Bless America Stacked,19373M,Multi,DTF,,,,,,
Amazing Grace Flowers,19374M,Multi,DTF,,,,,,
Floral Amazing Grace,19375B,Black,Distressed,,,,,,
Floral Amazing Grace,19375W,White,Distressed,,,,,,
I Can Do All Things Colorful,19376M,Multi,DTF,,,,,,
Faith Cross,19377M,Multi,DTF,,,,,,
Jesus Leopard,19378M,Multi,DTF,,,,,,
Look Back & Thank God,19379B,Black,Solid,,,,,,
Look Back & Thank God,19379W,White,Solid,,,,,,
Praying Moms Club Colorful,19380M,Multi,DTF,,,,,,
Praying Mama,19381M,Multi,DTF,,,,,,
Raising Little Disciples,19382B,Black,Distressed,,,,,,
Raising Little Disciples,19382W,White,Distressed,,,,,,
Boots Jeans And Jesus,19383B,Black,Distressed,,,,,,
Boots Jeans And Jesus,19383W,White,Distressed,,,,,,
All My Hope Is In Jesus Floral,19384M,Multi,DTF,,,,,,
Grow In Grace Leaves,19385M,Multi,DTF,,,,,,
His Grace Is Sufficient,19386M,Multi,DTF,,,,,,
Coffee And Jesus Colorful,19387M,Multi,DTF,,,,,,
Faith Varsity,19388M,Multi,DTF,,,,,,
Let Me Tell You About Jesus Flowers,19389M,Multi,DTF,,,,,,
Fear No Evil,19390M,Multi,DTF,,,,,,
Jesus Varsity,19391B,Black,Distressed,,,,,,
Jesus Varsity,19391W,White,Distressed,,,,,,
Way Truth Life Truck,19392M,Multi,DTF,,,,,,
Jesus Loves You Stars,19393M,Multi,DTF,,,,,,
Loved Varsity 3.16,19394B,Black,Distressed,,,,,,
Loved Varsity 3.16,19394W,White,Distressed,,,,,,
Made To Worship Guitar,19395M,Multi,DTF,,,,,,
I Will Make A Way,19396B,Black,Distressed,,,,,,
I Will Make A Way,19396W,White,Distressed,,,,,,
The Lord Is My Strength,19397M,Multi,DTF,,,,,,
Bloom Boho,19398M,Multi,DTF,,,,,,
Goodness Of God,19399B,Black,Solid,,,,,,
Goodness Of God,19399W,White,Solid,,,,,,
Faith Hope Love,19348W,White,Solid,X,,,,,
Faith Hope Love,19348B,Black,Solid,X,X,,,,
God is Good All The Time,19356W,White,Solid,X,,,,,
God is Good All The Time,19356B,Black,Solid,X,X,,,,
He Sees You,19358W,White,Solid,X,X,,,,
He Sees You,19358B,Black,Solid,X,,,,,
Jesus Is The Answer Block,19359B,Black,Distressed,,,,,,
Jesus Is The Answer Block,19359W,White,Distressed,,,,,,
,,,,,,,,,
Men Only Valentine's 19400-19499,,,,,,,,,
I Love My Girlfriend,19400M,Multi,DTF,,,X - ES 11 13,,,
"Yes, I'm Single",19401B,Black,Solid,,,,,,
"Yes, I'm Single",19401W,White,Solid,,,,,,
Wife's Arm Candy,19402B,Black,Solid,,,,,,
Wife's Arm Candy,19402W,White,Solid,,,,,,
,,,,,,,,,
Mardi Gras 19500-19599,,,,,,,,,
Let The Good Times Roll Mardi Gras,19500M,Multi,DTF,,,,,,
Mardi Gras Distressed,19501M,Multi,DTF,,,,,,
Mardi Gras Mask,19502M,Multi,DTF,,,,,,
Mardi Gras Script,19503M,Multi,DTF,,,,,,
Mardi Gras Smiley Face,19504M,Multi,DTF,,,,,,
Mardi Gras Stacked,19505M,Multi,DTF,,,,,,
Mardi Gras Lips,19506M,Multi ,DTF,,,,,,
Mardi Gras Mask Stacked,19507M,Multi,DTF,,,,,,
Mardi Gras Mask Sparkle,19508M,Multi,DTF,,,,,,
Feathered Mask Sparkle,19509M,Muti,DTF,,,,,,
Mardi Stacked Cursive,19510M,Multi,DTF,,,,,,
Mardi Gras Sparkle Words ,19511M,Multi,DTF,,,,,,
Mardi Gras Mask Distressed,19512B,Black,Distressed,,,X-Abbey,,,
Mardi Gras Mask Distressed,19512W,White,Distressed,,,X-Abbey,,,
Valentine's Day Continued x3 (19600-19699),,,,,,,,,
Love You More Bubble,19600R,Red,Solid,X,X,,,,
Lover Babe Retro,19601M,Multi,DTF,,,,,,
Feeling Lucky Dice,19602M,Multi,DTF,,,,,,
I Love You A Latte Friends,19603M,Multi,DTF,,,X,,,
Love Is All You Need Colorful,19604M,Multi,DTF,,,,,,
Call me Never Phone,19605M,Mutli,DTF,,,,,,
Wild West Distressed,19606M,Multi,DTF,,,,,,
We're a Perfect Match,19607M,Multi,DTF,,,X,,,
I heart You Distressed,19608M,Multi,DTF,,,,,,
Lover Bold,19609M,Multi,DTF,,,X,,,
Hey Cupid Pink,19610M,Multi ,DTF,,,,,,
Cupid Distressed,19611B,Black,Distressed,,,,,,
Love Vibes Stars,19613M,Multi,DTF,,,X,,,
Love Vibes Stars Checkered,19614M, Multi,DTF,,,,,,
Checkered Heart Black,19615M,Multi,DTF,,,,,,
Valentines Pink Smiley,19616M,Multi,DTF,,,,,,
Valentines Love Pink,19617M,Multi ,DTF,,,,,,
Pink Flower Hearts,19618M,Multi,DTF,,,,,,
Cupid Supply Co,19619W,White,Distressed,,,,,,
Heart Ombre,19620M,Multi,DTF,,,,,,
Pink Love Heart Distressed,19621M,Multi ,DTF,,,,,,
Make My Heart Melt,19622M,Multi,DTF,,,,,,
Cupid Vibes,19623M,Multi,DTF,,,,,,
Howdy Valentine Heart,19624M,Multi,DTF,,,,,,
Western Valentine Chart,19625M,Multi,DTF,,,,,,
Cowgirl Valentine Chart,19626M,Multi,DTF,,,,,,
Love Stacked Western Heart,19627M,Multi,DTF,,,,,,
Howdy Cowboy,19628M,Multi,DTF,,,,,,
Howdy Valentine Checkered Heart,19629M,Multi,DTF,,,,,,
Love Stacked Grunge,19630M,Multi,DTF,,,,,,
Be Mine Distressed Checkered,19631M,Multi,DTF,,,,,,
Love Bug Hearts,19632M,Multi,DTF,,,,,,
In My Lover Era,19633M,Multi,DTF,,,,,,
,19634M,,,,,,,,
Valentine Taco,19635B,Black,Solid,,,,,,
Diamond Lips,19636M,Multi,DTF,,,Poor Print Quality--DON'T LIST,,,
Love Checkered Puzzle Heart,19637M,Multi,DTF,,,,,,
Love Pink Bling,19638M,Multi,DTF,,,Poor Print Quality--DON'T LIST,,,
Not Today Cupid Distressed,19639M,Multi,DTF,,,,,,
Valentine Smiley Face Chart,19640M,Multi,DTF,,,,,,
Cowgirl Valentine Disco,19641M,Multi,DTF,,,,,,
Perfect Match Tennis,19642M,Multi,DTF,,,,,,
Heart Breaker Wings,19643M,Multi,DTF,,,,,,
Melting Heart Checkered,19644M,Multi,DTF,,,,,,
Valentine Feelings Skeleton,19645B,Black,Distressed,,,,,,
Valentine Feelings Skeleton,19645W,White,Distressed,,,,,,
Valentine Feelings Skeleton,19645RED,Red,Distressed,,,,,,
Cupid's Archery Academy,19646B,Black,Distressed,,,,,,
Cupid's Archery Academy,19646W,White,Distressed,,,,,,
Cupid's Archery Academy,19646RED,Red,Distressed,,,,,,
All You Need Is Love Flower,19647B,Black,Distressed,,,,,,
All You Need Is Love Flower,19647W,White,Distressed,,,,,,
All You Need Is Love Flower,19647RED,Red,Distressed,,,,,,
Love Season Distressed,19648M,Multi,DTF,,,,,,
Retro Valentine Hearts ,19649M,Multi,DTF,,,,,,
Hey Sugar Pie Bold,19650M,Multi,DTF,,,X,,,
Love Stacked Bold,19651M,Multi,DTF,,,,,,
Love Bug Bold,19652M,Multi,DTF,,,X,,,
Love More Worry Less Bold,19653M,Multi,DTF,,,,,,
Love Like Cupid Bold,19654M,Mulit,DTF,,,,,,
Be Mine Bold Distressed,19655M,Multi,DTF,,,,,,
Red And Pink Be Mine,19656M,Multi,DTF,,,,,,
Cupid Varsity Checkered,19657RED,Red,Solid,,,,,,
Cupid Varsity Checkered,19657W,White,Solid,,,,,,
Cupid Varsity Checkered,19657B,Black,Solid,,,,,,
Amour Distressed Checkered,19658RED,Red,Distressed,,,,,,
Amour Distressed Checkered,19658B,Black,Distressed,,,,,,
Amour Distressed Checkered,19658W,White,Distressed,,,,,,
Love All Day Everyday Checkered,19659M,Multi,DTF,,,,,,
Lover Distressed Checkered,19660Red,Red,Distressed,,,,,,
Cupid's Favorite Mama,19661M,Multi,DTF,,,,,,
Valentine Vibes Distressed,19662M,Multi,DTF,,,,,,
In My Lover Era Varsity,19663M,Multi,DTF,,,,,,
In My Self Love Era,19664M,Multi,DTF,,,,,,
In My Valentine Era,19665M,Multi,DTF,,,,,,
Checkered Heart Eyes Smiley,19666M,Multi,DTF,,,X,,,
Sweetheart Varsity,19667RED,Red,Solid,,,,,,
Sweetheart Varsity,19667B,Black,Solid,,,,,,
Sweetheart Varsity,19667W,White,Solid,,,,,,
Love Leopard Blocks,19668M,Multi,DTF,,,,,,
Howdy Valentine Horse,19669M,Multi,DTF,,,,,,
Cupid University Checkered,19670RED,Red,Distressed,,,,,,
Love Varsity Hearts,19671PIN,Pink,Solid,,,,,,
Heart Drawing,19672B,Black,Solid,,,,,,
Heart Drawing,19672W,White,Solid,,,,,,
Heart Scribble,19673B,Black,Solid,,,,,,
Heart Scribble,19673W,White,Solid,,,,,,
Checkered Lips,19674M,Multi,Solid,,,,,,
Be Mine Words,19675B,Black,Solid,,,,,,
Be Mine Words,19675W,White,Solid,,,,,,
Heart Checkerboard,19676B,Black,Solid,,,,,,
Heart Checkerboard,19676W,White,Solid,,,,,,
Love More Words,19677B,Black,Distressed,,,,,,
Love More Words,19677W,White,Distressed,,,,,,
Mama Pink Hearts,19678M,Multi,Solid,,,,,,
Love Vibes Bolt,19679M,Multi,Distressed,,,,,,
Love Season Heart,19680M,Multi,Solid,,,,,,
Heart Eyes For You,19681M,Multi,Solid,,,,,,
Be My Valentine Cartoon,19682M,Multi,Distressed,,,,,,
Love Ribbon,19683M,Multi,Distressed,,,,,,
Heart Checkered Mama,19684M,Multi,Distressed,,,,,,
Self Love Social Club,19685M,Multi,Distressed,,,,,,
Love Disco,19686M,Multi,Distressed,,,,,,
Howdy Valentine Disco Ball,19687M,Multi,Solid,,,,,,
Howdy Honey,19688M,Multi,Distressed,,,,,,
Pink Heart Grid,19689M,Multi,Distressed,,,,,,
Be Mine Pink Heart,19690M,Multi,DTF,,,,,,
Hearts and Lips Chart,19691M,Multi,DTF,,,,,,
Nine Valentine Faces,19692M,Multi,DTF,,,,,,
Howdy Valentine Rope Hearts,19693M,Multi,Distressed,,,,,,
Checkered Heart Cut Out,19694B,Black,Solid,,,,,,
Checkered Heart Cut Out,19694W,White,Solid,,,,,,
Checkered Heart Cut Out,19694RED,Red,Solid,,,,,,
Love Vibes Heart Checkered,19695M,Multi,DTF,,,X-AL,,,
Be My Valentine Swan,19696M,Multi,DTF,,,X-AL,,,
Cupid University Distressed,19697M,Multi,DTF,,,X-AL,,,
Love Bear,19698M,Multi,DTF,,,X-AL,,,
Distressed Love Checkered,19699M,Multi,DTF,,,X-AL,,,
Motherhood Cont... 19700-19799,,,,,,,,,
Cool Mamas University,19700M,Multi,DTF,,,,,,
Motherhood University Drink,19701M,Multi,DTF,,,,,,
Raising Ballers Bat,19702B,Black,Solid,,,,,,
Raising Ballers Bat,19702W,White,Solid,,,,,,
Official Chaos Coordinator,19703B,Black,Solid,,,,,,
Official Chaos Coordinator,19703W,White,Solid,,,,,,
Colorful Mom Mode Stacked,19704M,Multi,DTF,,,,,,
Varsity Mommy University,19705M,Multi,DTF,,,,,,
In My Mama Era Varsity,19706B,Black,Solid,,,X-AL,,,
In My Mama Era Varsity,19706W,White,Solid,,,X-AL,,,
Stressed Out Mama Club,19707B,Black,Solid,,,X-AL,,,
Stressed Out Mama Club,19707W,White,Solid,,,X-AL,,,
Tired Moms Club Varsity,19708B,Black,Solid,,,X-AL,,,
Tired Moms Club Varsity,19708W,White,Solid,,,X-AL,,,
Mama Topped With Flowers,19709B,Black,Distressed,,,X-AL,,,
Mama Topped With Flowers,19709W,White,Distressed,,,X-AL,,,
Mom's Taxi Service,19710B,Black,Distressed,,,,,,
Mom's Taxi Service,19710W,White,Distressed,,,,,,
,,,,,,,,,
Vintage State 19800-19899,,,,,,,,,
Alabama Vintage,19800B,Black,Solid,,,,,,
Alabama Vintage,19800W,White,Solid,,,,,,
Alaska Vintage,19801B,Black,Solid,,,,,,
Alaska Vintage,19801W,White,Solid,,,,,,
Arizona Vintage,19802B,Black,Solid,,,,,,
Arizona Vintage,19802W,White,Solid,,,,,,
Arkansas Vintage,19803B,Black,Solid,,,,,,
Arkansas Vintage,19803W,White,Solid,,,,,,
California Vintage,19804B,Black,Solid,,,,,,
California Vintage,19804W,White,Solid,,,,,,
Colorado Vintage,19805B,Black,Solid,,,,,,
Colorado Vintage,19805W,White,Solid,,,,,,
Conneticut Vintage,19806B,Black,Solid,,,,,,
Conneticut Vintage,19806W,White,Solid,,,,,,
Delaware Vintage,19807B,Black,Solid,,,,,,
Delaware Vintage,19807W,White,Solid,,,,,,
Flordia Vintage,19808B,Black,Solid,,,,,,
Flordia Vintage,19808W,White,Solid,,,,,,
Georgia Vintage,19809B,Black,Solid,,,,,,
Georgia Vintage,19809W,White,Solid,,,,,,
Hawaii Vintage,19810B,Black,Solid,,,,,,
Hawaii Vintage,19810W,White,Solid,,,,,,
Idaho Vintage,19811B,Black,Solid,X,X,,,,
Idaho Vintage,19811W,White,Solid,X,X,,,,
Illinois Vintage,19812B,Black,Solid,,,,,,
Illinois Vintage,19812W,White,Solid,,,,,,
Indiana Vintage,19813B,Black,Solid,,,,,,
Indiana Vintage,19813W,White,Solid,,,,,,
Iowa Vintage,19814B,Black,Solid,,,,,,
Iowa Vintage,19814W,White,Solid,,,,,,
Kansas Vintage,19815B,Black,Solid,,,,,,
Kansas Vintage,19815W,White,Solid,,,,,,
Kentucky Vintage,19816B,Black,Solid,,,,,,
Kentucky Vintage,19816W,White,Solid,,,,,,
Louisiana Vintage,19817B,Black,Solid,,,,,,
Louisiana Vintage,19817W,White,Solid,,,,,,
Maine Vintage,19818B,Black,Solid,,,,,,
Maine Vintage,19818W,White,Solid,,,,,,
Maryland Vintage,19819B,Black,Solid,,,,,,
Maryland Vintage,19819W,White,Solid,,,,,,
Massachusetts Vintage,19820B,Black,Solid,,,,,,
Massachusetts Vintage,19820W,White,Solid,,,,,,
Michigan Vintage,19821B,Black,Solid,,,,,,
Michigan Vintage,19821W,White,Solid,,,,,,
Minnesota Vintage,19822B,Black,Solid,,,,,,
Minnesota Vintage,19822W,White,Solid,,,,,,
Mississippi Vintage,19823B,Black,Solid,,,,,,
Mississippi Vintage,19823W,White,Solid,,,,,,
Missouri Vintage,19824B,Black,Solid,,,,,,
Missouri Vintage,19824W,White,Solid,,,,,,
Montana Vintage,19825B,Black,Solid,,,,,,
Montana Vintage,19825W,White,Solid,,,,,,
Nebraska Vintage,19826B,Black,Solid,,,,,,
Nebraska Vintage,19826W,White,Solid,,,,,,
Nevada Vintage,19827B,Black,Solid,,,,,,
Nevada Vintage,19827W,White,Solid,,,,,,
New Hampshire Vintage,19828B,Black,Solid,,,,,,
New Hampshire Vintage,19828W,White,Solid,,,,,,
New Jersey Vintage,19829B,Black,Solid,,,,,,
New Jersey Vintage,19829W,White,Solid,,,,,,
New Mexico Vintage,19830B,Black,Solid,,,,,,
New Mexico Vintage,19830W,White,Solid,,,,,,
New York Vintage,19831B,Black,Solid,,,,,,
New York Vintage,19831W,White,Solid,,,,,,
North Carolina Vintage,19832B,Black,Solid,,,,,,
North Carolina Vintage,19832W,White,Solid,,,,,,
North Dakota Vintage,19833B,Black,Solid,,,,,,
North Dakota Vintage,19833W,White,Solid,,,,,,
Ohio Vintage,19834B,Black,Solid,,,,,,
Ohio Vintage,19834W,White,Solid,,,,,,
Oklahoma Vintage,19835B,Black,Solid,,,,,,
Oklahoma Vintage,19835W,White,Solid,,,,,,
Oregon Vintage,19836B,Black,Solid,,,,,,
Oregon Vintage,19836W,White,Solid,,,,,,
Pennsylvania Vintage,19837B,Black,Solid,,,,,,
Pennsylvania Vintage,19837W,White,Solid,,,,,,
Rhode Island Vintage,19838B,Black,Solid,,,,,,
Rhode Island Vintage,19838W,White,Solid,,,,,,
South Carolina Vintage,19839B,Black,Solid,,,,,,
South Carolina Vintage,19839W,White,Solid,,,,,,
South Dakota Vintage,19840B,Black,Solid,,,,,,
South Dakota Vintage,19840W,White,Solid,,,,,,
Tennessee Vintage,19841B,Black,Solid,,,,,,
Tennessee Vintage,19841W,White,Solid,,,,,,
Texas Vintage,19842B,Black,Solid,,,,,,
Texas Vintage,19842W,White,Solid,,,,,,
Utah Vintage,19843B,Black,Solid,,,,,,
Utah Vintage,19843W,White,Solid,,,,,,
Vermont Vintage,19844B,Black,Solid,,,,,,
Vermont Vintage,19844W,White,Solid,,,,,,
Virginia Vintage,19845B,Black,Solid,,,,,,
Virginia Vintage,19845W,White,Solid,,,,,,
Washington Vintage,19846B,Black,Solid,,,,,,
Washington Vintage,19846W,White,Solid,,,,,,
West Virginia Vintage,19847B,Black,Solid,,,,,,
West Virginia Vintage,19847W,White,Solid,,,,,,
Wisconsin Vintage,19848B,Black,Solid,,,,,,
Wisconsin Vintage,19848W,White,Solid,,,,,,
Wyoming Vintage,19849B,Black,Solid,,,,,,
Wyoming Vintage,19849W,White,Solid,,,,,,
Country And Farm 19900-19999,,,,,,,,,
Nashville Girls Club,19900M,Multi,DTF,,,,,,
Shoulda Been A Cowgirl,19901M,Multi,DTF,,,,,,
Wilder Than The West,19902M,Multi,DTF,,,,,,
Yellowstone Cowboy Club,19903M,Multi,DTF,,,,,,
Mooody Cow,19904B,Black,Solid,,,,,,
Mooody Cow,19904W,White,Solid,,,,,,
Yee Haw Stress,19905B,Black,Distressed,,,,,,
Yee Haw Stress,19905W,White,Distressed,,,,,,
Long Live Cowgirls Cactus,19906M,Multi,DTF,,,,,,
Let's Go Girls Cactus,19907M,Multi,DTF,,,,,,
Boot Scootin,19908M,Multi,DTF,,,,,,
Cowgirl Collage,19909M,Multi,DTF,,,,,,
Get Up Get Out Get Country,19910M,Multi,DTF,,,,,,
Try That In A Small Town,19911B,Black,Distressed,,,,,,
Try That In A Small Town,19911W,White,Distressed,,,,,,
Actin' Up Horse,19912M,Multi,DTF,,,,,,
Long Live Cowgirls Lightning Bolt,19913B,Black,Distressed,,,,,,
Long Live Cowgirls Lightning Bolt,19913W,White,Distressed,,,,,,
Country Mama Boots,19914M,Multi,DTF,,,,,,
All American Cowboys Club,19915B,Black,Distressed,,,,,,
All American Cowboys Club,19915W,White,Distressed,,,,,,
Ain't Goin Down Cactus,19916M,Multi ,DTF,,,,,,
Call The Thing Rodeo Stars,19917B,Black,Distressed,,,,,,
Call The Thing Rodeo Stars,19917W,White,Distressed,,,,,,
Little Bit Angel Horns,19918B,Black,Distressed,,,,,,
Little Bit Angel Horns,19918W,White,Distressed,,,,,,
Better On The Farm Truck,19919B,Black ,Distressed,,,,,,
Better On The Farm Truck,19919W,White,Distressed,,,,,,
Wild West Cowgirl,19920M,Multi,DTF,,,,,,
Floral Let's Go Girls ,19921M,Multi,DTF,,,,,,
Western Go Girls,19922M,Multi,DTF,,,,,,
Yeehaw Boot ,19923M,Multi,DTF,,,,,,
Saddle Up Motel Distressed,19924M,Multi,DTF,,,X-AL,,,
This Ain't Texas,19925M,Multi,DTF,,,X-AL,,,
Texas Cowgirl Club,19926M,Multi,DTF,,,X-AL,,,
This Ain't Texas Cowgirl,19927M,Multi,DTF,,,X-AL,,,
Yee haw State Of Mind,19928M,Multi,DTF,,,X-AL,,,
Coquette Alabama Cowgirl Boots,19929M,Multi,DTF,,,X-AL,,,
Coquette Arizona Cowgirl Boots,19930M,Multi,DTF,,,X-AL,,,
Coquette Kentucky Cowgirl Boots,19931M,Multi,DTF,,,X-AL,,,
Coquette Montana Cowgirl Boots,19932M,Multi,DTF,,,X-AL,,,
Coquette Oklahoma Cowgirl Boots,19933M,Multi,DTF,,,X-AL,,,
Coquette Texas Cowgirl Boots,19934M,Multi,DTF,,,X-AL,,,
Distracted By Chickens,19935B,Black,Distressed,,,X-AL,,,
Distracted By Chickens,19935W,White,Distressed,,,X-AL,,,
Arizona State Cowgirl,19936M,Multi,DTF,,,X-AL,,,
Giddy Up Cowgirl,19937M,Multi,DTF,,,X-AL,,,
Farming Chart,19938M,Multi,DTF,,,X-AL,,,
This Is My Crop Top,19939W,White,Distressed,,,X-Brielle,,,
This Is My Crop Top,19939B,Black,Distressed,,,X-Brielle,,,
Wild Blue Yonder,19940M,Multi,DTF,,,,,,
Cowgirl Forever,19941M,Multi,DTF,,,X-AL,,,
Yee To The Haw Skeleton,19942M,Multi,DTF,,,X-AL,,,
Wildflowers Cowgirl Dreams,19943M,Multi,DTF,,,,,,
Cool it Cowboy Rope,19944M,Multi,DTF,,,,,,
Roam Free Distressed,19945M,Multi,DTF,,,,,,
Wild Spirit Distressed,19946M,Multi,DTF,,,,,,
,,,,,,,,,
,,,,,,,,,
Front And Back 20000-20099,,,,,,,,,
You Are,20000/20001B,Black,Solid,,,,,,
You Are,20000/20001W,White,Solid,,,,,,
Camp Crew ,20002/13064B,Black,Solid,,,,,,
Camp Crew ,20002/13064W,White,Solid,,,,,,
Pastel Flowers BACK,20003M,Multi,DTF,,,,,,
Pastel Flowers FRONT (mini),20004M,Multi,DTF,,,,,,
Summer 2023 BACK,20005M,Multi,DTF,,,,,,
